# ----------------------------------------,,,,,,,,,
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Organic Search,2024042705,14,17,8,37.29411765,0.571428571,5.058823529,0.470588235,86
Organic Search,2024042803,14,17,8,50.23529412,0.571428571,3.705882353,0.470588235,63
Organic Search,2024050103,14,15,8,27.13333333,0.571428571,3.066666667,0.533333333,46
Organic Search,2024050108,14,17,11,40.41176471,0.785714286,3.941176471,0.647058824,67
Organic Search,2024050202,14,22,9,8.590909091,0.642857143,4.136363636,0.409090909,91
Referral,2024040706,14,14,7,30.35714286,0.5,4.071428571,0.5,57
Referral,2024040904,14,16,8,27.75,0.571428571,5,0.5,80
Referral,2024041003,14,18,9,51.83333333,0.642857143,3.777777778,0.5,68
Referral,2024041005,14,17,10,125.7058824,0.714285714,7.588235294,0.588235294,129
Referral,2024041402,14,18,11,172.7222222,0.785714286,4.722222222,0.611111111,85
Referral,2024041407,14,17,13,30.11764706,0.928571429,4.117647059,0.764705882,70
Referral,2024041503,14,18,9,24.94444444,0.642857143,4.388888889,0.5,79
Referral,2024041507,14,16,13,56.9375,0.928571429,6.375,0.8125,102
Referral,2024042303,14,17,8,55.94117647,0.571428571,4.411764706,0.470588235,75
Referral,2024042306,14,20,12,49.9,0.857142857,7.75,0.6,155
Referral,2024042808,14,19,12,65.36842105,0.857142857,5.578947368,0.631578947,106
Referral,2024043004,14,15,9,248,0.642857143,7,0.6,105
Referral,2024050102,14,17,11,64.58823529,0.785714286,8.294117647,0.647058824,141
Referral,2024050306,14,17,12,58.23529412,0.857142857,4.529411765,0.705882353,77
Direct,2024040703,13,16,6,20.125,0.461538462,4.1875,0.375,67
Direct,2024042905,13,18,6,54.38888889,0.461538462,3.333333333,0.333333333,60
Direct,2024043003,13,20,4,26.1,0.307692308,4.6,0.2,92
Organic Search,2024040606,13,16,9,141.4375,0.692307692,4.375,0.5625,70
Organic Search,2024040707,13,19,11,26.05263158,0.846153846,3.210526316,0.578947368,61
Organic Search,2024041005,13,16,7,33.875,0.538461538,3.5625,0.4375,57
Organic Search,2024041406,13,15,8,22.2,0.615384615,3.466666667,0.533333333,52
Organic Search,2024042706,13,18,7,13.22222222,0.538461538,3.5,0.388888889,63
Organic Search,2024042903,13,15,7,7.066666667,0.538461538,2.866666667,0.466666667,43
Organic Search,2024050106,13,15,10,35.6,0.769230769,3.266666667,0.666666667,49
Organic Social,2024042705,13,15,11,43.06666667,0.846153846,5,0.733333333,75
Referral,2024040603,13,15,11,144.4666667,0.846153846,9.6,0.733333333,144
Referral,2024040703,13,14,11,122.3571429,0.846153846,5.357142857,0.785714286,75
Referral,2024040705,13,16,10,57.75,0.769230769,6.0625,0.625,97
Referral,2024041605,13,17,11,19.47058824,0.846153846,3.941176471,0.647058824,67
Referral,2024041905,13,15,8,48.53333333,0.615384615,5.2,0.533333333,78
Referral,2024042505,13,14,13,75.5,1,3.928571429,0.928571429,55
Direct,2024041406,12,14,5,6.428571429,0.416666667,3.571428571,0.357142857,50
Direct,2024042008,12,20,8,29.45,0.666666667,3.5,0.4,70
Direct,2024042704,12,14,4,12.35714286,0.333333333,3.5,0.285714286,49
Direct,2024050105,12,15,8,156,0.666666667,6.466666667,0.533333333,97
Direct,2024050305,12,14,5,10.35714286,0.416666667,3.714285714,0.357142857,52
Organic Search,2024040804,12,14,8,16.85714286,0.666666667,3.714285714,0.571428571,52
Organic Search,2024041104,12,14,8,54.57142857,0.666666667,3.571428571,0.571428571,50
Organic Search,2024041603,12,16,10,27.875,0.833333333,4.125,0.625,66
Organic Search,2024042305,12,15,6,25.73333333,0.5,4,0.4,60
Organic Search,2024042603,12,15,9,50.4,0.75,5.466666667,0.6,82
Organic Search,2024042605,12,14,7,39.14285714,0.583333333,3.142857143,0.5,44
Organic Search,2024050204,12,14,8,44.07142857,0.666666667,3.714285714,0.571428571,52
Referral,2024040806,12,16,7,30.9375,0.583333333,3.8125,0.4375,61
Referral,2024041408,12,16,9,67.8125,0.75,6.375,0.5625,102
Referral,2024041505,12,16,12,152.75,1,4.6875,0.75,75
Referral,2024041604,12,13,9,43.92307692,0.75,6.692307692,0.692307692,87
Referral,2024042304,12,18,9,1168,0.75,5.111111111,0.5,92
Referral,2024042705,12,15,10,86.4,0.833333333,9.733333333,0.666666667,146
Referral,2024042905,12,14,11,130.5714286,0.916666667,4.214285714,0.785714286,59
Referral,2024050305,12,13,4,62,0.333333333,3.692307692,0.307692308,48
Direct,2024040705,11,16,5,18.9375,0.454545455,3,0.3125,48
Direct,2024040802,11,18,3,20.22222222,0.272727273,3.111111111,0.166666667,56
Direct,2024041603,11,18,6,5.833333333,0.545454545,3.055555556,0.333333333,55
Direct,2024042705,11,16,2,9.625,0.181818182,3.125,0.125,50
Direct,2024042806,11,15,5,5.466666667,0.454545455,2.666666667,0.333333333,40
Direct,2024042904,11,17,6,59.35294118,0.545454545,3.882352941,0.352941176,66
Organic Search,2024041303,11,16,7,34.6875,0.636363636,3.125,0.4375,50
Organic Search,2024041405,11,15,10,23.06666667,0.909090909,3,0.666666667,45
Organic Search,2024042005,11,14,9,19.07142857,0.818181818,3.714285714,0.642857143,52
Organic Search,2024042105,11,14,6,20.21428571,0.545454545,4.071428571,0.428571429,57
Organic Search,2024042703,11,15,9,24.86666667,0.818181818,3.133333333,0.6,47
Referral,2024041103,11,15,6,91.73333333,0.545454545,5.4,0.4,81
Referral,2024042006,11,11,8,153.2727273,0.727272727,9.545454545,0.727272727,105
Referral,2024042105,11,12,8,58.83333333,0.727272727,5.25,0.666666667,63
Referral,2024042605,11,14,10,52.21428571,0.909090909,6.071428571,0.714285714,85
Referral,2024042706,11,12,11,201,1,10.83333333,0.916666667,130
Organic Search,2024040604,10,11,7,50.09090909,0.7,4.181818182,0.636363636,46
Organic Search,2024041105,10,12,7,44.33333333,0.7,4.333333333,0.583333333,52
Organic Search,2024042004,10,15,6,22.06666667,0.6,2.866666667,0.4,43
Organic Search,2024042404,10,14,9,6.5,0.9,3.5,0.642857143,49
Referral,2024041504,10,15,8,75.73333333,0.8,5.266666667,0.533333333,79
Referral,2024041906,10,12,8,44.83333333,0.8,4.833333333,0.666666667,58
Referral,2024042305,10,11,5,20.81818182,0.5,4.818181818,0.454545455,53
Referral,2024042803,10,10,9,54.5,0.9,7,0.9,70
Referral,2024042805,10,13,8,57.15384615,0.8,4.692307692,0.615384615,61
Organic Search,2024041505,9,10,7,46,0.777777778,11.5,0.7,115
Organic Search,2024042103,9,14,5,11.71428571,0.555555556,3.071428571,0.357142857,43
Referral,2024040704,9,14,7,54,0.777777778,3.857142857,0.5,54
Referral,2024041105,9,14,7,121.5714286,0.777777778,5.142857143,0.5,72
Referral,2024041404,9,12,7,47.16666667,0.777777778,5.083333333,0.583333333,61
Referral,2024041406,9,11,8,30.27272727,0.888888889,6.636363636,0.727272727,73
Referral,2024042604,9,9,6,80.88888889,0.666666667,5.333333333,0.666666667,48
Organic Search,2024040803,8,12,7,29.91666667,0.875,3.416666667,0.583333333,41
Organic Search,2024042006,8,12,7,25.91666667,0.875,3.083333333,0.583333333,37
Organic Search,2024042102,8,13,6,22.69230769,0.75,3.923076923,0.461538462,51
Organic Search,2024050203,8,12,4,18.91666667,0.5,3.083333333,0.333333333,37
Referral,2024042704,8,12,7,88,0.875,4.166666667,0.583333333,50
Referral,2024042003,7,9,3,23.66666667,0.428571429,3.777777778,0.333333333,34
Referral,2024042004,7,10,6,90.2,0.857142857,4.2,0.6,42
Referral,2024042804,7,11,5,79.09090909,0.714285714,5.636363636,0.454545455,62
Organic Search,2024040905,6,8,5,627.375,0.833333333,5.625,0.625,45
Organic Search,2024042807,6,10,4,23.3,0.666666667,4.3,0.4,43
Organic Social,2024041623,6,6,6,102.6666667,1,4.833333333,1,29
Referral,2024041405,6,12,7,22.83333333,1.166666667,2.75,0.583333333,33
Referral,2024042005,6,7,4,22.14285714,0.666666667,5.428571429,0.571428571,38
Referral,2024042806,6,9,4,65.11111111,0.666666667,3.888888889,0.444444444,35
Unassigned,2024042415,6,6,0,145.5,0,3.333333333,0,20
Unassigned,2024042410,5,5,0,11.6,0,2,0,10
Organic Search,2024042805,4,7,1,10.85714286,0.25,3,0.142857143,21
Organic Search,2024042806,4,8,3,12.875,0.75,2.75,0.375,22
Referral,2024041623,4,4,4,635,1,7.25,1,29
Unassigned,2024041119,4,4,0,54,0,2.25,0,9
Unassigned,2024041312,4,4,0,70.5,0,1.25,0,5
Unassigned,2024041316,4,4,0,25.75,0,2,0,8
Unassigned,2024041511,4,4,0,19.25,0,1,0,4
Unassigned,2024041514,4,4,0,8.25,0,1.5,0,6
Unassigned,2024042318,4,4,0,64.25,0,1.75,0,7
Unassigned,2024042319,4,4,1,53,0.25,3.25,0.25,13
Unassigned,2024050119,4,4,0,158.25,0,7.25,0,29
Unassigned,2024050300,4,4,0,11.25,0,3.5,0,14
Unassigned,2024040615,3,3,0,26,0,1,0,3
Unassigned,2024040622,3,3,0,30,0,2,0,6
Unassigned,2024040811,3,3,0,17.66666667,0,1.333333333,0,4
Unassigned,2024041114,3,3,0,124,0,3.333333333,0,10
Unassigned,2024041321,3,3,0,0,0,1.333333333,0,4
Unassigned,2024041408,3,3,0,1.666666667,0,2.666666667,0,8
Unassigned,2024041419,3,3,0,10.66666667,0,2,0,6
Unassigned,2024041515,3,3,0,28.33333333,0,2.666666667,0,8
Unassigned,2024041516,3,3,0,20.66666667,0,1.666666667,0,5
Unassigned,2024041812,3,3,0,7.333333333,0,1.333333333,0,4
Unassigned,2024042221,3,3,0,12.66666667,0,1.666666667,0,5
Unassigned,2024042316,3,3,0,21.33333333,0,1.666666667,0,5
Unassigned,2024042400,3,3,0,28.33333333,0,3.333333333,0,10
Unassigned,2024042403,3,3,0,39.66666667,0,2.333333333,0,7
Unassigned,2024042408,3,3,0,26.33333333,0,2.333333333,0,7
Unassigned,2024042411,3,3,0,0,0,1,0,3
Unassigned,2024042419,3,3,0,73,0,2.333333333,0,7
Unassigned,2024042510,3,3,0,540.3333333,0,50.66666667,0,152
Unassigned,2024042512,3,3,0,110.3333333,0,3,0,9
Unassigned,2024042613,3,3,0,187.6666667,0,1.333333333,0,4
Unassigned,2024042620,3,3,0,40.33333333,0,5.666666667,0,17
Unassigned,2024042912,3,3,0,16,0,1,0,3
Unassigned,2024042922,3,3,0,17.33333333,0,3.666666667,0,11
Unassigned,2024043013,3,3,0,196,0,4,0,12
Unassigned,2024050122,3,3,0,638,0,2.333333333,0,7
Unassigned,2024050223,3,3,0,0,0,1.333333333,0,4
Organic Video,2024041220,2,2,2,553,1,20.5,1,41
Organic Video,2024041718,2,2,1,50,0.5,5.5,0.5,11
Organic Video,2024042521,2,2,2,315,1,21,1,42
Organic Video,2024042911,2,2,2,37.5,1,4.5,1,9
Organic Video,2024050201,2,2,2,653.5,1,14,1,28
Organic Video,2024050222,2,2,2,267,1,7.5,1,15
Unassigned,2024040609,2,2,0,13.5,0,3,0,6
Unassigned,2024040610,2,2,0,0,0,1,0,2
Unassigned,2024040611,2,2,0,131.5,0,4.5,0,9
Unassigned,2024040614,2,2,0,0,0,1,0,2
Unassigned,2024040704,2,2,0,11,0,4,0,8
Unassigned,2024040717,2,2,0,1122.5,0,3,0,6
Unassigned,2024040718,2,2,0,48,0,5.5,0,11
Unassigned,2024040721,2,2,0,4,0,5.5,0,11
Unassigned,2024040810,2,2,0,0,0,2.5,0,5
Unassigned,2024040814,2,2,0,31,0,2,0,4
Unassigned,2024040815,2,2,0,41.5,0,2,0,4
Unassigned,2024040900,2,2,0,18,0,4.5,0,9
Unassigned,2024040917,2,2,0,119,0,2.5,0,5
Unassigned,2024041002,2,2,0,32,0,1.5,0,3
Unassigned,2024041118,2,2,0,85.5,0,1.5,0,3
Unassigned,2024041211,2,2,0,5,0,1.5,0,3
Unassigned,2024041215,2,2,0,35,0,2.5,0,5
Unassigned,2024041303,2,2,1,9,0.5,3,0.5,6
Unassigned,2024041318,2,2,0,222,0,3,0,6
Unassigned,2024041400,2,2,0,3.5,0,1,0,2
Unassigned,2024041406,2,2,0,9,0,2.5,0,5
Unassigned,2024041410,2,2,0,8.5,0,1.5,0,3
Unassigned,2024041413,2,2,0,156,0,5,0,10
Unassigned,2024041420,2,2,0,8,0,1,0,2
Unassigned,2024041512,2,2,0,23,0,1.5,0,3
Unassigned,2024041517,2,2,0,0,0,1.5,0,3
Unassigned,2024041519,2,2,0,3.5,0,1.5,0,3
Unassigned,2024041600,2,2,0,0,0,4,0,8
Unassigned,2024041606,2,2,0,16,0,3,0,6
Unassigned,2024041607,2,2,0,0,0,3,0,6
Unassigned,2024041610,2,2,0,4,0,2,0,4
Unassigned,2024041612,2,2,0,0,0,1,0,2
Unassigned,2024041619,2,2,0,29.5,0,3,0,6
Unassigned,2024041622,2,2,0,158.5,0,7.5,0,15
Unassigned,2024041714,2,2,0,34,0,5,0,10
Unassigned,2024041715,2,2,0,0,0,1.5,0,3
Unassigned,2024041716,2,2,0,113.5,0,7,0,14
Unassigned,2024041721,2,2,0,3,0,1,0,2
Unassigned,2024041816,2,2,0,0,0,1.5,0,3
Unassigned,2024041818,2,2,0,158,0,5,0,10
Unassigned,2024041820,2,2,0,70,0,4.5,0,9
Unassigned,2024041822,2,2,0,0,0,1,0,2
Unassigned,2024041911,2,3,0,0,0,1.333333333,0,4
Unassigned,2024041914,2,2,0,216.5,0,6,0,12
Unassigned,2024041919,2,2,0,83.5,0,3.5,0,7
Unassigned,2024042002,2,2,0,220,0,1.5,0,3
Unassigned,2024042012,2,2,0,66,0,2,0,4
Unassigned,2024042017,2,2,0,146.5,0,6.5,0,13
Unassigned,2024042019,2,2,0,68.5,0,7,0,14
Unassigned,2024042020,2,2,0,6,0,1,0,2
Unassigned,2024042111,2,2,0,140,0,3.5,0,7
Unassigned,2024042113,2,2,0,12.5,0,3.5,0,7
Unassigned,2024042115,2,2,0,116.5,0,4,0,8
Unassigned,2024042117,2,2,0,0,0,1,0,2
Unassigned,2024042120,2,2,0,66.5,0,3,0,6
Unassigned,2024042121,2,2,0,32.5,0,1,0,2
Unassigned,2024042200,2,2,0,256.5,0,1.5,0,3
Unassigned,2024042202,2,2,0,52,0,4,0,8
Unassigned,2024042212,2,2,0,42,0,2,0,4
Unassigned,2024042214,2,2,0,64.5,0,14,0,28
Unassigned,2024042311,2,2,0,18.5,0,2,0,4
Unassigned,2024042312,2,2,0,53.5,0,3.5,0,7
Unassigned,2024042321,2,2,0,10.5,0,3,0,6
Unassigned,2024042322,2,2,0,16.5,0,2,0,4
Unassigned,2024042406,2,2,0,33,0,3.5,0,7
Unassigned,2024042409,2,3,0,453.6666667,0,3.666666667,0,11
Unassigned,2024042416,2,2,0,77.5,0,5.5,0,11
Unassigned,2024042508,2,2,0,24.5,0,3.5,0,7
Unassigned,2024042511,2,2,0,23,0,1.5,0,3
Unassigned,2024042516,2,2,0,164,0,8.5,0,17
Unassigned,2024042517,2,2,0,17.5,0,3,0,6
Unassigned,2024042600,2,2,0,241,0,8.5,0,17
Unassigned,2024042602,2,2,0,4.5,0,1,0,2
Unassigned,2024042619,2,2,0,32,0,1,0,2
Unassigned,2024042623,2,2,0,106,0,2,0,4
Unassigned,2024042720,2,2,0,94.5,0,4.5,0,9
Unassigned,2024042814,2,2,0,99.5,0,4.5,0,9
Unassigned,2024042815,2,2,0,15.5,0,2,0,4
Unassigned,2024042818,2,2,0,149.5,0,2,0,4
Unassigned,2024042821,2,2,0,67.5,0,3,0,6
Unassigned,2024042900,2,2,0,368.5,0,2.5,0,5
Unassigned,2024042910,2,2,0,35.5,0,2,0,4
Unassigned,2024042914,2,2,0,20.5,0,1.5,0,3
Unassigned,2024042916,2,2,0,123,0,6,0,12
Unassigned,2024042923,2,2,0,54.5,0,2.5,0,5
Unassigned,2024043001,2,3,0,3.666666667,0,1.666666667,0,5
Unassigned,2024043017,2,2,0,0,0,2,0,4
Unassigned,2024050118,2,2,0,0,0,1,0,2
Unassigned,2024050215,2,2,0,9.5,0,1.5,0,3
Unassigned,2024050221,2,2,0,55,0,1.5,0,3
Unassigned,2024050222,2,2,0,0,0,1.5,0,3
Unassigned,2024050303,2,2,0,25,0,3.5,0,7
Unassigned,2024050308,2,2,0,0,0,1.5,0,3
Unassigned,2024050310,2,2,0,55.5,0,5,0,10
Unassigned,2024050314,2,2,0,27.5,0,4,0,8
Unassigned,2024050320,2,2,0,98.5,0,14.5,0,29
Unassigned,2024050322,2,2,0,7,0,3.5,0,7
Email,2024041419,1,1,0,0,0,3,0,3
Email,2024042102,1,1,1,218,1,5,1,5
Organic Search,2024041623,1,1,1,87,1,1,1,1
Organic Video,2024040616,1,1,1,359,1,29,1,29
Organic Video,2024040617,1,1,1,53,1,3,1,3
Organic Video,2024040712,1,1,1,0,1,3,1,3
Organic Video,2024040713,1,1,1,0,1,1,1,1
Organic Video,2024040819,1,1,1,8,1,4,1,4
Organic Video,2024040821,1,1,1,27,1,3,1,3
Organic Video,2024040906,1,1,1,37,1,4,1,4
Organic Video,2024040908,1,1,0,0,0,3,0,3
Organic Video,2024040913,1,1,1,0,1,3,1,3
Organic Video,2024040914,1,1,1,309,1,1,1,1
Organic Video,2024040915,1,1,1,171,1,6,1,6
Organic Video,2024041010,1,1,1,110,1,7,1,7
Organic Video,2024041011,1,2,2,0,2,2,1,4
Organic Video,2024041012,1,2,2,16,2,3,1,6
Organic Video,2024041013,1,1,1,477,1,8,1,8
Organic Video,2024041014,1,1,1,668,1,15,1,15
Organic Video,2024041015,1,2,2,99.5,2,3,1,6
Organic Video,2024041016,1,1,1,1514,1,30,1,30
Organic Video,2024041017,1,1,1,235,1,56,1,56
Organic Video,2024041019,1,1,1,0,1,5,1,5
Organic Video,2024041021,1,1,0,193,0,4,0,4
Organic Video,2024041109,1,1,1,0,1,3,1,3
Organic Video,2024041110,1,2,2,92.5,2,10,1,20
Organic Video,2024041111,1,1,1,499,1,24,1,24
Organic Video,2024041116,1,1,1,425,1,17,1,17
Organic Video,2024041117,1,1,1,0,1,1,1,1
Organic Video,2024041219,1,1,1,0,1,3,1,3
Organic Video,2024041221,1,1,1,1220,1,25,1,25
Organic Video,2024041319,1,1,0,0,0,3,0,3
Organic Video,2024041321,1,1,1,0,1,3,1,3
Organic Video,2024041322,1,1,1,47,1,9,1,9
Organic Video,2024041414,1,1,1,13,1,3,1,3
Organic Video,2024041417,1,1,0,0,0,2,0,2
Organic Video,2024041422,1,1,1,0,1,3,1,3
Organic Video,2024041423,1,1,1,648,1,8,1,8
Organic Video,2024041500,1,2,2,138.5,2,5,1,10
Organic Video,2024041522,1,1,1,0,1,7,1,7
Organic Video,2024041616,1,1,1,0,1,3,1,3
Organic Video,2024041618,1,2,1,185.5,1,3,0.5,6
Organic Video,2024041619,1,1,1,340,1,11,1,11
Organic Video,2024041715,1,1,1,17,1,4,1,4
Organic Video,2024041719,1,1,0,0,0,2,0,2
Organic Video,2024041800,1,2,2,30.5,2,5.5,1,11
Organic Video,2024041801,1,1,0,0,0,2,0,2
Organic Video,2024041809,1,1,1,160,1,11,1,11
Organic Video,2024041811,1,1,1,5,1,4,1,4
Organic Video,2024041903,1,1,1,19,1,7,1,7
Organic Video,2024041904,1,1,1,0,1,3,1,3
Organic Video,2024041912,1,1,1,479,1,14,1,14
Organic Video,2024041922,1,2,2,146,2,8.5,1,17
Organic Video,2024041923,1,1,1,55,1,4,1,4
Organic Video,2024042112,1,1,1,493,1,6,1,6
Organic Video,2024042113,1,1,1,169,1,6,1,6
Organic Video,2024042114,1,1,1,0,1,3,1,3
Organic Video,2024042115,1,1,1,276,1,49,1,49
Organic Video,2024042116,1,1,1,2,1,12,1,12
Organic Video,2024042122,1,1,1,18,1,4,1,4
Organic Video,2024042207,1,1,1,133,1,12,1,12
Organic Video,2024042208,1,1,1,64,1,12,1,12
Organic Video,2024042209,1,1,1,24,1,5,1,5
Organic Video,2024042210,1,1,1,309,1,10,1,10
Organic Video,2024042319,1,1,1,236,1,15,1,15
Organic Video,2024042320,1,1,1,160,1,27,1,27
Organic Video,2024042321,1,1,0,137,0,4,0,4
Organic Video,2024042410,1,1,0,0,0,2,0,2
Organic Video,2024042412,1,1,0,0,0,2,0,2
Organic Video,2024042416,1,1,1,0,1,2,1,2
Organic Video,2024042417,1,1,1,0,1,1,1,1
Organic Video,2024042418,1,1,0,13,0,3,0,3
Organic Video,2024042509,1,1,1,176,1,11,1,11
Organic Video,2024042515,1,1,1,191,1,16,1,16
Organic Video,2024042516,1,1,1,4525,1,9,1,9
Organic Video,2024042519,1,1,0,0,0,2,0,2
Organic Video,2024042520,1,1,1,21,1,5,1,5
Organic Video,2024042522,1,2,2,266.5,2,15.5,1,31
Organic Video,2024042604,1,1,1,166,1,5,1,5
Organic Video,2024042605,1,1,1,86,1,7,1,7
Organic Video,2024042607,1,1,1,609,1,15,1,15
Organic Video,2024042610,1,1,1,50,1,14,1,14
Organic Video,2024042611,1,1,0,0,0,3,0,3
Organic Video,2024042612,1,1,1,195,1,9,1,9
Organic Video,2024042613,1,1,0,0,0,2,0,2
Organic Video,2024042614,1,1,1,71,1,11,1,11
Organic Video,2024042619,1,1,1,0,1,3,1,3
Organic Video,2024042620,1,1,0,37,0,3,0,3
Organic Video,2024042808,1,1,0,0,0,3,0,3
Organic Video,2024042910,1,1,1,1,1,5,1,5
Organic Video,2024042918,1,1,1,48,1,3,1,3
Organic Video,2024042920,1,1,1,145,1,14,1,14
Organic Video,2024042921,1,1,1,14,1,5,1,5
Organic Video,2024042922,1,1,1,42,1,1,1,1
Organic Video,2024043014,1,1,1,25,1,5,1,5
Organic Video,2024043021,1,1,0,0,0,2,0,2
Organic Video,2024050116,1,1,0,0,0,3,0,3
Organic Video,2024050120,1,2,0,0,0,2,0,4
Organic Video,2024050200,1,1,1,0,1,3,1,3
Organic Video,2024050202,1,1,1,1409,1,13,1,13
Organic Video,2024050214,1,1,1,102,1,4,1,4
Organic Video,2024050215,1,1,1,48,1,6,1,6
Organic Video,2024050217,1,1,1,216,1,8,1,8
Organic Video,2024050219,1,1,1,41,1,4,1,4
Organic Video,2024050220,1,1,1,65,1,8,1,8
Organic Video,2024050221,1,1,1,208,1,23,1,23
Organic Video,2024050301,1,1,1,76,1,8,1,8
Organic Video,2024050302,1,1,1,0,1,1,1,1
